name;slug;article_no;ean;price;price_numeric;currency;weight;weight_g;dimensions;short_description;description;categories;colours;images;url
"1L Kangaroo hydration bladder";1l-kangaroo-hydration-bladder;;;;0;EUR;;0;;;"• Collapsible canteen, folds flat when empty, stands upright when filled
• Hi-Flow Storm-Valve: No-bite push-pull valve with integrated shut-off mechanism; easy disassembly for cleaning
• Angled Valve: Turns 360 degrees for perfect valve/mouth orientation; 25cm shorter tube and less excess tube bouncing around the chest
• Dirt shield valve cover to protect the mouthpiece from dirt
• Cool Weave Cover Tube: Insulates and blocks UV-light; water stays cool and inhibits bacteria growth
• Taste-Free System: Co-extruded PE film retains pure liquid taste without plastic flavor; BPA and phthalate-free
• Glass-Like Film with Grunge-Guard Technology: Inhibits bacteria growth on reservoir and drinking tube surfaces
• Care-Free: cleaning by simply rinsing the system and hanging it opened until dry (if used with water)
• Widepac Closure: Patented slide closure for easy draining and cleaning; the airtight seal";;Various;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/46-00536-05-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/46-00536-05-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/46-00536-05-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/46-00536-05-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/46-00536-05-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/46-00536-05-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/46-00536-05-000_8.jpg";https://products.snigel.se/product/1l-kangaroo-hydration-bladder/
"2,5L hydration cover -16";25l-hydration-cover-16;;;;0;EUR;;0;;;;;"Black, Grey";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/44-01305-01-000_15.jpg";https://products.snigel.se/product/25l-hydration-cover-16/
"Restraint sling -06";restraint-sling-06;;;;0;EUR;;0;;;;"Slings &amp; holsters, Miscellaneous products";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/34-01199-01-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01199-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01199-01-000_2.jpg";https://products.snigel.se/product/restraint-sling-06/
"Ribs Chest rig 1.0";carry-cord-10;;;;0;EUR;;0;;;;"Ballistic protection, Vests &amp; Chest rigs, ALL PRODUCTS";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/17-01865APA209_3488.jpg";https://products.snigel.se/product/carry-cord-10/
"Pancake holster -16";pancake-holster-16;;;;0;EUR;;0;;;;"Slings &amp; holsters, Multicam";"Black, Grey, Multicam";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/35-00809-09_4590.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00809-01-000_15.jpg, https://products.snigel.se/wp-content/uploads/2020/04/35-00809-09_4595.jpg, https://products.snigel.se/wp-content/uploads/2020/04/35-00809-09_4594.jpg, https://products.snigel.se/wp-content/uploads/2020/04/35-00809-09_4593.jpg, https://products.snigel.se/wp-content/uploads/2020/04/35-00809-09_4589.jpg";https://products.snigel.se/product/pancake-holster-16/
"Crotch pistol holster 2.0";crotch-pistol-holster-11;;;;0;EUR;;0;;;;"Slings &amp; holsters, Police gear, Covert gear";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/35-00605BB01_4118.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00605-01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00605-01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/35-00605-01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/04/35-00605BB01_4112.jpg, https://products.snigel.se/wp-content/uploads/2020/04/35-00605BB01_4107.jpg, https://products.snigel.se/wp-content/uploads/2020/04/35-00605BB01_4105.jpg";https://products.snigel.se/product/crotch-pistol-holster-11/
"Shotgun holder 1.0";shotgun-holder-1-0;;;;0;EUR;;0;;;;"Slings &amp; holsters, Tactical gear";"Grey, Multicam";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/36-01076-09-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/36-01076-09-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/36-01076-09-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/36-01076-09-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/36-01076-09-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/36-01076-09-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/36-01076-09-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor-00003.jpg";https://products.snigel.se/product/shotgun-holder-1-0/
"Weapon attachment, side -00";weapon-attachment-side-00;;;;0;EUR;;0;;"The holder keeps an extra weapon tight and close at hand";;"Slings &amp; holsters, Tactical gear";Black;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/36-00579-01_2053.jpg, https://products.snigel.se/wp-content/uploads/2020/03/36-00579-01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/04/36-00579-01_2027.jpg, https://products.snigel.se/wp-content/uploads/2020/04/36-00579-01_2026.jpg";https://products.snigel.se/product/weapon-attachment-side-00/
"Back holder 2.0";weapon-attachment-back-02;;;;0;EUR;;0;;;;"Tactical gear, Police gear, Slings &amp; holsters";"Black, Grey";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/36-00631A09_2064.jpg, https://products.snigel.se/wp-content/uploads/2020/03/DWA-02B_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/DWA-02B_9.jpg";https://products.snigel.se/product/weapon-attachment-back-02/
"Machine gun sling  -16";machine-gun-sling-16;;;;0;EUR;;0;;"An quick adjustable and comfortable sling for the machine gun";;"Slings &amp; holsters, Tactical gear";Grey;"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-Sk-20-1792.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00539-09-000_14.jpg";https://products.snigel.se/product/machine-gun-sling-16/
"Weapon sling system 1.0";weapon-sling-system-1-0;;;;0;EUR;;0;;;;"Slings &amp; holsters, Tactical gear";"Black, Grey, Multicam";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A56_3815.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586AD_1201.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor-00003.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor-_7408.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor_2994.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-01586A01-000_15.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor-00061.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor_7188.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor_7199.jpg, https://products.snigel.se/wp-content/uploads/2020/04/E-MC-Hoor_7205.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1144.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1153.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1156.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1158.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1192.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1096.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1093.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1081.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1130.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1075.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A_1099.jpg, https://products.snigel.se/wp-content/uploads/2020/04/34-01586A56_3844.jpg";https://products.snigel.se/product/weapon-sling-system-1-0/
"Rifle sling w attachment -09";rifle-sling-w-attachment-09;;;;0;EUR;;0;;"A very comfortable, flexible, quickly accessible and safe carrying system for your weapon";;"Slings &amp; holsters, Tactical gear";"Grey, Olive";"https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-32x32.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-192x192.png, https://products.snigel.se/wp-content/uploads/2019/11/cropped-snigel_icon-180x180.png, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_DEFAULT.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_2.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_3.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_4.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_5.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_6.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_7.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_8.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_9.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_10.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_11.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_12.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_13.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_14.jpg, https://products.snigel.se/wp-content/uploads/2020/03/34-00580-09-000_15.jpg";https://products.snigel.se/product/rifle-sling-w-attachment-09/
